Genome,sample,read_count,num_seqs,rel_abun,MAG,taxa,prophage,time,plot
12C16O_48h_50_unf_bin.41,12C16O_168h_100_P08,86783,73830383,0.0011754374889264,12C16O_48h_50_unf_bin_41,Actinobacteria,False,168,8
H2-16-all-fractions_metab_conc_77.Actinobacteria_71_48,12C16O_168h_100_P08,133978,73830383,0.0018146729646519,H2_16_all_fractions_metab_conc_77_Actinobacteria_71_48,Actinobacteria,False,168,8
12C16O_0h_100_P08_coass_bin.20,12C16O_168h_100_P08,34069,73830383,0.0004614495904755,12C16O_0h_100_P08_coass_bin_20,Thaumarchaeota,False,168,8
12C16O_0h_100_P08_coass_bin.18,12C16O_168h_100_P08,71868,73830383,0.0009734203871054,12C16O_0h_100_P08_coass_bin_18,Actinobacteria,False,168,8
12C16O_48h_50_P10_coass_bin.29,12C16O_168h_100_P08,137858,73830383,0.0018672258546999,12C16O_48h_50_P10_coass_bin_29,Gemmatimonadetes,False,168,8
12C16O_72h_100_P16_coass_bin.5,12C16O_168h_100_P08,99016,73830383,0.0013411280827298,12C16O_72h_100_P16_coass_bin_5,Acidobacteria,False,168,8
12C16O_168h_50_unf_bin.10,12C16O_168h_100_P08,33092,73830383,0.0004482165560484,12C16O_168h_50_unf_bin_10,Actinobacteria,False,168,8
H1-18-all-fractions_metab_69.Sphingomonadales_65_37,12C16O_168h_100_P08,91814,73830383,0.001243580166718,H1_18_all_fractions_metab_69_Sphingomonadales_65_37,Alphaproteobacteria,True,168,8
12C16O_168h_50_P10_coass_bin.31,12C16O_168h_100_P08,135408,73830383,0.0018340416844376,12C16O_168h_50_P10_coass_bin_31,Actinobacteria,False,168,8
H2-16-all-fractions_metab_conc_5.Streptomyces_sviceus_71_22,12C16O_168h_100_P08,228436,73830383,0.0030940649461347,H2_16_all_fractions_metab_conc_5_Streptomyces_sviceus_71_22,Actinobacteria,True,168,8
H1-16-all-fractions_metab_conc_57.Solirubrobacterales_72_43,12C16O_168h_100_P08,61653,73830383,0.0008350627139507,H1_16_all_fractions_metab_conc_57_Solirubrobacterales_72_43,Actinobacteria,False,168,8
H3-16-all-fractions_metab_conc_13.Lysobacter_68_0,12C16O_168h_100_P08,27603,73830383,0.0003738704701017,H3_16_all_fractions_metab_conc_13_Lysobacter_68_0,Gammaproteobacteria,False,168,8
12C16O_24h_100_P14_coass_bin.12,12C16O_168h_100_P08,56429,73830383,0.0007643059362159,12C16O_24h_100_P14_coass_bin_12,Deltaproteobacteria,False,168,8
12C16O_48h_50_P10_coass_bin.9,12C16O_168h_100_P08,59304,73830383,0.0008032465441768,12C16O_48h_50_P10_coass_bin_9,Actinobacteria,False,168,8
H3-18-all-fractions_metab_conc_75.Burkholderiales_69_10,12C16O_168h_100_P08,218534,73830383,0.002959946720038,H3_18_all_fractions_metab_conc_75_Burkholderiales_69_10,Betaproteobacteria,False,168,8
12C16O_48h_50_unf_bin.44,12C16O_168h_100_P08,32994,73830383,0.0004468891892379,12C16O_48h_50_unf_bin_44,Alphaproteobacteria,False,168,8
12C16O_0h_50_P13_coass_bin.12,12C16O_168h_100_P08,121418,73830383,0.0016445532999605,12C16O_0h_50_P13_coass_bin_12,Betaproteobacteria,False,168,8
12C16O_168h_50_P13_coass_bin.23,12C16O_168h_100_P08,55819,73830383,0.0007560437550486,12C16O_168h_50_P13_coass_bin_23,Chloroflexi,False,168,8
12C18O_72h_100_P08_coass_bin.5,12C16O_168h_100_P08,36631,73830383,0.0004961507513783,12C18O_72h_100_P08_coass_bin_5,Actinobacteria,False,168,8
12C16O_168h_50_P10_coass_bin.1,12C16O_168h_100_P08,31553,73830383,0.0004273714793,12C16O_168h_50_P10_coass_bin_1,Gammaproteobacteria,False,168,8
H3-16-all-fractions_metab_25.Hyalangium_minutum_68_0,12C16O_168h_100_P08,140659,73830383,0.0019051641652732,H3_16_all_fractions_metab_25_Hyalangium_minutum_68_0,Deltaproteobacteria,True,168,8
H3-18-all-fractions_metab_conc_100.Actinobacteria_71_31,12C16O_168h_100_P08,116796,73830383,0.0015819503469188,H3_18_all_fractions_metab_conc_100_Actinobacteria_71_31,Actinobacteria,False,168,8
12C16O_0h_50_P10_coass_bin.14,12C16O_168h_100_P08,25402,73830383,0.0003440588951028,12C16O_0h_50_P10_coass_bin_14,Thaumarchaeota,False,168,8
12C16O_48h_50_P10_coass_bin.39,12C16O_168h_100_P08,43932,73830383,0.0005950395787598,12C16O_48h_50_P10_coass_bin_39,Alphaproteobacteria,False,168,8
12C16O_0h_50_P13_coass_bin.10,12C16O_168h_100_P08,75736,73830383,0.0010258107424419,12C16O_0h_50_P13_coass_bin_10,Actinobacteria,False,168,8
H2-16-all-fractions_metab_75.Sphingomonadales_65_38,12C16O_168h_100_P08,57693,73830383,0.0007814262591594,H2_16_all_fractions_metab_75_Sphingomonadales_65_38,Alphaproteobacteria,False,168,8
H2-16-all-fractions_metab_conc_101.Burkholderiales_63_22,12C16O_168h_100_P08,71386,73830383,0.0009668919095272,H2_16_all_fractions_metab_conc_101_Burkholderiales_63_22,Betaproteobacteria,False,168,8
H1-18-all-fractions_metab_conc_103.Sphingomonadales_66_15,12C16O_168h_100_P08,52335,73830383,0.0007088545104797,H1_18_all_fractions_metab_conc_103_Sphingomonadales_66_15,Alphaproteobacteria,False,168,8
12C16O_168h_100_P08_coass_bin.31,12C16O_168h_100_P08,299692,73830383,0.0040591960629541,12C16O_168h_100_P08_coass_bin_31,Gemmatimonadetes,False,168,8
12C18O_168h_50_P09_coass_bin.3,12C16O_168h_100_P08,23960,73830383,0.0003245276406056,12C18O_168h_50_P09_coass_bin_3,Gemmatimonadetes,False,168,8
12C16O_0h_50_unf_bin.34,12C16O_168h_100_P08,90443,73830383,0.0012250105759305,12C16O_0h_50_unf_bin_34,Actinobacteria,False,168,8
12C18O_168h_50_P13_coass_bin.21,12C16O_168h_100_P08,25497,73830383,0.0003453456282354,12C18O_168h_50_P13_coass_bin_21,Acidobacteria,False,168,8
12C16O_168h_100_P14_coass_bin.3,12C16O_168h_100_P08,101191,73830383,0.0013705874991871,12C16O_168h_100_P14_coass_bin_3,Actinobacteria,False,168,8
H3-16-all-fractions_metab_conc_83.Actinobacteria_70_0,12C16O_168h_100_P08,206629,73830383,0.0027986987416819,H3_16_all_fractions_metab_conc_83_Actinobacteria_70_0,Actinobacteria,False,168,8
12C16O_168h_100_P08_coass_bin.27,12C16O_168h_100_P08,227209,73830383,0.0030774457718849,12C16O_168h_100_P08_coass_bin_27,Actinobacteria,False,168,8
12C16O_168h_100_unf_bin.12,12C16O_168h_100_P08,145035,73830383,0.0019644351567294,12C16O_168h_100_unf_bin_12,Acidobacteria,False,168,8
12C16O_168h_50_P09_coass_bin.26,12C16O_168h_100_P14,115506,81782554,0.001412355011559,12C16O_168h_50_P09_coass_bin_26,Deltaproteobacteria,False,168,14
12C16O_24h_100_P16_coass_bin.6,12C16O_168h_100_P14,76220,81782554,0.0009319836110767,12C16O_24h_100_P16_coass_bin_6,Actinobacteria,False,168,14
12C16O_168h_50_P13_coass_bin.11,12C16O_168h_100_P14,27649,81782554,0.0003380794392897,12C16O_168h_50_P13_coass_bin_11,Alphaproteobacteria,False,168,14
12C18O_168h_50_P13_coass_bin.5,12C16O_168h_100_P14,80566,81782554,0.0009851245291263,12C18O_168h_50_P13_coass_bin_5,Actinobacteria,False,168,14
H1-18-all-fractions_metab_conc_71.Actinobacteria_71_26,12C16O_168h_100_P14,63069,81782554,0.0007711791441485,H1_18_all_fractions_metab_conc_71_Actinobacteria_71_26,Actinobacteria,False,168,14
H3-18-all-fractions_metab_conc_4.Bradyrhizobium_62_18,12C16O_168h_100_P14,84936,81782554,0.0010385589082972,H3_18_all_fractions_metab_conc_4_Bradyrhizobium_62_18,Alphaproteobacteria,False,168,14
12C18O_48h_100_P16_coass_bin.34,12C16O_168h_100_P14,84161,81782554,0.0010290825595884,12C18O_48h_100_P16_coass_bin_34,Acidobacteria,False,168,14
12C16O_48h_50_P10_coass_bin.41,12C16O_168h_100_P14,25761,81782554,0.0003149938310804,12C16O_48h_50_P10_coass_bin_41,Gemmatimonadetes,False,168,14
12C16O_48h_100_P14_coass_bin.1,12C16O_168h_100_P14,43646,81782554,0.0005336835041859,12C16O_48h_100_P14_coass_bin_1,Actinobacteria,False,168,14
H3-16-all-fractions_metab_conc_118.Mycobacterium_smegmatis_66_0,12C16O_168h_100_P14,157931,81782554,0.0019311086811986,H3_16_all_fractions_metab_conc_118_Mycobacterium_smegmatis_66_0,Actinobacteria,False,168,14
H2-18-all-fractions_metab_36.Geodermatophilales_73_36,12C16O_168h_100_P14,471943,81782554,0.0057707050821621,H2_18_all_fractions_metab_36_Geodermatophilales_73_36,Actinobacteria,True,168,14
12C16O_0h_100_P08_coass_bin.5,12C16O_168h_100_P14,111176,81782554,0.001359409734257,12C16O_0h_100_P08_coass_bin_5,Alphaproteobacteria,False,168,14
12C16O_24h_100_unf_bin.5,12C16O_168h_100_P14,323937,81782554,0.0039609548021696,12C16O_24h_100_unf_bin_5,Alphaproteobacteria,False,168,14
12C18O_168h_50_P13_coass_bin.4,12C16O_168h_100_P14,36748,81782554,0.0004493378869043,12C18O_168h_50_P13_coass_bin_4,Chloroflexi,False,168,14
12C16O_168h_50_unf_bin.52,12C16O_168h_100_P14,56164,81782554,0.0006867479340398,12C16O_168h_50_unf_bin_52,Gammaproteobacteria,False,168,14
H1-18-all-fractions_conc_108.Bacteria_69_11,12C16O_168h_100_P14,87006,81782554,0.0010638699300097,H1_18_all_fractions_conc_108_Bacteria_69_11,Acidobacteria,True,168,14
12C16O_24h_100_P08_coass_bin.7,12C16O_168h_100_P14,61330,81782554,0.0007499154404006,12C16O_24h_100_P08_coass_bin_7,Actinobacteria,False,168,14
12C16O_168h_50_unf_bin.22,12C16O_168h_100_P14,84389,81782554,0.0010318704402408,12C16O_168h_50_unf_bin_22,Betaproteobacteria,False,168,14
12C16O_168h_50_P09_coass_bin.27,12C16O_168h_100_P14,85050,81782554,0.0010399528486234,12C16O_168h_50_P09_coass_bin_27,Actinobacteria,False,168,14
12C16O_168h_50_P09_coass_bin.9,12C16O_168h_100_P14,200380,81782554,0.0024501558119596,12C16O_168h_50_P09_coass_bin_9,Alphaproteobacteria,True,168,14
12C16O_168h_50_P10_coass_bin.16,12C16O_168h_100_P14,13633,81782554,0.0001666981444477,12C16O_168h_50_P10_coass_bin_16,Thaumarchaeota,False,168,14
H3-16-all-fractions_metab_conc_38.Bacteria_65_0,12C16O_168h_100_P14,53406,81782554,0.0006530243601832,H3_16_all_fractions_metab_conc_38_Bacteria_65_0,Acidobacteria,False,168,14
12C16O_72h_100_P16_coass_bin.33,12C16O_168h_100_P14,163652,81782554,0.0020010624759896,12C16O_72h_100_P16_coass_bin_33,Chloroflexi,False,168,14
H1-18-all-fractions_conc_122.Actinobacteria_70_12,12C16O_168h_100_P14,95096,81782554,0.0011627907829828,H1_18_all_fractions_conc_122_Actinobacteria_70_12,Actinobacteria,False,168,14
12C16O_48h_50_P10_coass_bin.25,12C16O_168h_100_P14,115021,81782554,0.0014064246513993,12C16O_48h_50_P10_coass_bin_25,Actinobacteria,False,168,14
12C16O_48h_50_P10_coass_bin.43,12C16O_168h_100_P14,32705,81782554,0.0003999019155112,12C16O_48h_50_P10_coass_bin_43,Actinobacteria,False,168,14
12C16O_24h_100_unf_bin.14,12C16O_168h_100_P14,32229,81782554,0.000394081603272,12C16O_24h_100_unf_bin_14,Actinobacteria,False,168,14
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,12C16O_168h_100_P14,120741,81782554,0.0014763662186436,H1_16_all_fractions_metab_conc_1_Actinobacteria_71_32,Actinobacteria,False,168,14
12C16O_72h_100_P14_coass_bin.22,12C16O_168h_100_P14,168911,81782554,0.0020653671441955,12C16O_72h_100_P14_coass_bin_22,Actinobacteria,False,168,14
12C18O_168h_50_P09_coass_bin.21,12C16O_168h_100_P14,152504,81782554,0.0018647497851436,12C18O_168h_50_P09_coass_bin_21,Alphaproteobacteria,False,168,14
12C18O_48h_100_P08_coass_bin.32,12C16O_168h_100_P14,64878,81782554,0.0007932987761668,12C18O_48h_100_P08_coass_bin_32,Deltaproteobacteria,False,168,14
12C16O_24h_100_P16_coass_bin.18,12C16O_168h_100_P14,63245,81782554,0.0007733311923714,12C16O_24h_100_P16_coass_bin_18,Alphaproteobacteria,False,168,14
12C16O_0h_50_P09_coass_bin.5,12C16O_168h_100_P14,30328,81782554,0.0003708370369553,12C16O_0h_50_P09_coass_bin_5,Chloroflexi,False,168,14
12C16O_168h_100_P16_coass_bin.28,12C16O_168h_100_P14,122565,81782554,0.0014986692638628,12C16O_168h_100_P16_coass_bin_28,Acidobacteria,False,168,14
H1-18-all-fractions_metab_conc_19.Rhizobiales_64_12,12C16O_168h_100_P14,27857,81782554,0.0003406227690076,H1_18_all_fractions_metab_conc_19_Rhizobiales_64_12,Alphaproteobacteria,False,168,14
12C16O_0h_100_P16_coass_bin.2,12C16O_168h_100_P14,32637,81782554,0.0003990704423341,12C16O_0h_100_P16_coass_bin_2,Chloroflexi,False,168,14
12C18O_48h_100_P08_coass_bin.1,12C16O_168h_100_P14,349706,81782554,0.0042760464536238,12C18O_48h_100_P08_coass_bin_1,Actinobacteria,True,168,14
12C18O_168h_50_P10_coass_bin.12,12C16O_168h_100_P14,73783,81782554,0.0009021850797176,12C18O_168h_50_P10_coass_bin_12,Verrucomicrobia,False,168,14
12C16O_0h_50_P09_coass_bin.29,12C16O_168h_100_P14,62666,81782554,0.0007662514428199,12C16O_0h_50_P09_coass_bin_29,Gemmatimonadetes,False,168,14
H1-18-all-fractions_conc_3.Bacteria_68_14,12C16O_168h_100_P14,61716,81782554,0.0007546352734349,H1_18_all_fractions_conc_3_Bacteria_68_14,Gemmatimonadetes,False,168,14
12C16O_48h_50_P13_coass_bin.24,12C16O_168h_100_P14,41181,81782554,0.0005035426015186,12C16O_48h_50_P13_coass_bin_24,Actinobacteria,False,168,14
H1-16-all-fractions_metab_conc_65.Bacteria_66_15,12C16O_168h_100_P14,175485,81782554,0.0021457510363396,H1_16_all_fractions_metab_conc_65_Bacteria_66_15,Acidobacteria,False,168,14
12C16O_24h_100_P14_coass_bin.30,12C16O_168h_100_P14,85155,81782554,0.0010412367410291,12C16O_24h_100_P14_coass_bin_30,Chloroflexi,False,168,14
12C16O_168h_100_P08_coass_bin.11,12C16O_168h_100_P14,197720,81782554,0.0024176305376816,12C16O_168h_100_P08_coass_bin_11,Actinobacteria,False,168,14
12C16O_48h_100_P14_coass_bin.6,12C16O_168h_100_P14,94224,81782554,0.0011521283622421,12C16O_48h_100_P14_coass_bin_6,Alphaproteobacteria,False,168,14
12C16O_48h_50_unf_bin.39,12C16O_168h_100_P14,22982,81782554,0.0002810134787426,12C16O_48h_50_unf_bin_39,Actinobacteria,False,168,14
12C18O_72h_100_P08_coass_bin.19,12C16O_168h_100_P14,62876,81782554,0.0007688192276313,12C18O_72h_100_P08_coass_bin_19,Alphaproteobacteria,False,168,14
12C16O_48h_50_P09_coass_bin.4,12C16O_168h_100_P14,23279,81782554,0.0002846450601188,12C16O_48h_50_P09_coass_bin_4,Gemmatimonadetes,False,168,14
12C16O_48h_50_P13_coass_bin.32,12C16O_168h_100_P14,43645,81782554,0.0005336712766392,12C16O_48h_50_P13_coass_bin_32,Chloroflexi,False,168,14
12C16O_48h_50_P10_coass_bin.36,12C16O_168h_100_P14,168929,81782554,0.0020655872400365,12C16O_48h_50_P10_coass_bin_36,Alphaproteobacteria,True,168,14
12C16O_48h_100_unf_bin.25,12C16O_168h_100_P14,50359,81782554,0.0006157670253242,12C16O_48h_100_unf_bin_25,Alphaproteobacteria,False,168,14
H3-16-all-fractions_metab_conc_11.Cystobacter_violaceus_70_0,12C16O_168h_100_P14,196761,81782554,0.0024059043203762,H3_16_all_fractions_metab_conc_11_Cystobacter_violaceus_70_0,Deltaproteobacteria,False,168,14
12C16O_0h_100_P16_coass_bin.1,12C16O_168h_100_P14,69326,81782554,0.0008476869039819,12C16O_0h_100_P16_coass_bin_1,Alphaproteobacteria,False,168,14
H1-16-all-fractions_metab_conc_21.Actinobacteria_69_13,12C16O_168h_100_P14,159775,81782554,0.0019536562773522,H1_16_all_fractions_metab_conc_21_Actinobacteria_69_13,Actinobacteria,False,168,14
12C16O_0h_100_P14_coass_bin.15,12C16O_168h_100_P14,61138,81782554,0.0007475677514302,12C16O_0h_100_P14_coass_bin_15,Alphaproteobacteria,False,168,14
H2-16-all-fractions_metab_conc_42.Caulobacterales_70_17,12C16O_168h_100_P14,105495,81782554,0.0012899450413348,H2_16_all_fractions_metab_conc_42_Caulobacterales_70_17,Alphaproteobacteria,False,168,14
H2-16-all-fractions_metab_114.Bacteria_70_8,12C16O_168h_100_P14,115898,81782554,0.0014171482098737,H2_16_all_fractions_metab_114_Bacteria_70_8,Gemmatimonadetes,False,168,14
H1-18-all-fractions_metab_conc_61.Actinobacteria_70_18,12C16O_168h_100_P14,47950,81782554,0.0005863108652732,H1_18_all_fractions_metab_conc_61_Actinobacteria_70_18,Actinobacteria,False,168,14
12C16O_0h_50_unf_bin.17,12C16O_168h_100_P14,29642,81782554,0.0003624489399047,12C16O_0h_50_unf_bin_17,Actinobacteria,False,168,14
12C16O_168h_50_unf_bin.57,12C16O_168h_100_P14,60955,81782554,0.0007453301103802,12C16O_168h_50_unf_bin_57,Actinobacteria,False,168,14
12C16O_0h_50_P10_coass_bin.6,12C16O_168h_100_P14,45219,81782554,0.0005529174351781,12C16O_0h_50_P10_coass_bin_6,Gemmatimonadetes,False,168,14
12C16O_168h_50_P10_coass_bin.11,12C16O_168h_100_P14,45484,81782554,0.0005561577350592,12C16O_168h_50_P10_coass_bin_11,Gemmatimonadetes,False,168,14
12C16O_0h_50_P10_coass_bin.20,12C16O_168h_100_P14,32910,81782554,0.000402408562589,12C16O_0h_50_P10_coass_bin_20,Gammaproteobacteria,False,168,14
12C16O_0h_100_P08_coass_bin.13,12C16O_168h_100_P14,108326,81782554,0.001324561226102,12C16O_0h_100_P08_coass_bin_13,Acidobacteria,False,168,14
12C16O_72h_100_unf_bin.11,12C16O_168h_100_P14,191082,81782554,0.0023364640825474,12C16O_72h_100_unf_bin_11,Actinobacteria,False,168,14
H3-16-all-fractions_metab_67.RIF_CHLX_70_0,12C16O_168h_100_P14,38161,81782554,0.0004666154104211,H3_16_all_fractions_metab_67_RIF_CHLX_70_0,Chloroflexi,False,168,14
12C16O_0h_50_P09_coass_bin.13,12C16O_168h_100_P14,302545,81782554,0.0036993831227134,12C16O_0h_50_P09_coass_bin_13,Actinobacteria,False,168,14
12C16O_0h_50_P10_coass_bin.29,12C16O_168h_100_P14,65177,81782554,0.0007969548126364,12C16O_0h_50_P10_coass_bin_29,Alphaproteobacteria,False,168,14
H2-16-all-fractions_metab_63.Actinobacteria_69_71,12C16O_168h_100_P14,59254,81782554,0.0007245310534077,H2_16_all_fractions_metab_63_Actinobacteria_69_71,Actinobacteria,True,168,14
12C16O_0h_100_P08_coass_bin.9,12C16O_168h_100_P14,49496,81782554,0.000605214652504,12C16O_0h_100_P08_coass_bin_9,Alphaproteobacteria,False,168,14
H3-16-all-fractions_metab_76.Alphaproteobacteria_69_0,12C16O_168h_100_P14,115756,81782554,0.0014154118982393,H3_16_all_fractions_metab_76_Alphaproteobacteria_69_0,Alphaproteobacteria,False,168,14
12C16O_24h_100_P08_coass_bin.12,12C16O_168h_100_P14,121263,81782554,0.001482748998032,12C16O_24h_100_P08_coass_bin_12,Chloroflexi,False,168,14
H3-16-all-fractions_metab_conc_126.Actinobacteria_70_0,12C16O_168h_100_P14,62912,81782554,0.0007692594193133,H3_16_all_fractions_metab_conc_126_Actinobacteria_70_0,Actinobacteria,False,168,14
12C16O_168h_100_P14_coass_bin.32,12C16O_168h_100_P14,38310,81782554,0.0004684373148825,12C16O_168h_100_P14_coass_bin_32,Actinobacteria,False,168,14
12C18O_168h_50_P10_coass_bin.6,12C16O_168h_100_P14,108186,81782554,0.0013228493695611,12C18O_168h_50_P10_coass_bin_6,Actinobacteria,False,168,14
H3-16-all-fractions_metab_conc_98.Alphaproteobacteria_63_0,12C16O_168h_100_P14,53008,81782554,0.0006481577965882,H3_16_all_fractions_metab_conc_98_Alphaproteobacteria_63_0,Alphaproteobacteria,True,168,14
H1-16-all-fractions_metab_conc_6.Bacteria_69_19,12C16O_168h_100_P14,122775,81782554,0.0015012370486742,H1_16_all_fractions_metab_conc_6_Bacteria_69_19,Acidobacteria,False,168,14
12C18O_168h_50_P13_coass_bin.24,12C16O_168h_100_P14,103503,81782554,0.0012655877682665,12C18O_168h_50_P13_coass_bin_24,Betaproteobacteria,False,168,14
12C16O_168h_50_P10_coass_bin.36,12C16O_168h_100_P14,65172,81782554,0.0007968936749028,12C16O_168h_50_P10_coass_bin_36,Alphaproteobacteria,True,168,14
12C16O_168h_50_P13_coass_bin.8,12C16O_168h_100_P14,83179,81782554,0.0010170751087083,12C16O_168h_50_P13_coass_bin_8,Actinobacteria,False,168,14
H2-18-all-fractions_metab_91.Actinobacteria_71_22,12C16O_168h_100_P14,54447,81782554,0.0006657532363198,H2_18_all_fractions_metab_91_Actinobacteria_71_22,Actinobacteria,False,168,14
12C16O_48h_100_unf_bin.14,12C16O_168h_100_P14,33700,81782554,0.0004120683244986,12C16O_48h_100_unf_bin_14,Actinobacteria,False,168,14
H2-16-all-fractions_metab_conc_97.Actinobacteria_72_48,12C16O_168h_100_P14,68988,81782554,0.0008435539931902,H2_16_all_fractions_metab_conc_97_Actinobacteria_72_48,Actinobacteria,False,168,14
12C16O_168h_50_P10_coass_bin.19,12C16O_168h_100_P14,37736,81782554,0.0004614187030647,12C16O_168h_50_P10_coass_bin_19,Alphaproteobacteria,False,168,14
12C16O_0h_50_P10_coass_bin.28,12C16O_168h_100_P14,27244,81782554,0.0003331272828676,12C16O_0h_50_P10_coass_bin_28,Chloroflexi,False,168,14
H1-18-all-fractions_metab_conc_37.Gemmatimonadetes_69_16,12C16O_168h_100_P14,245485,81782554,0.0030016793068115,H1_18_all_fractions_metab_conc_37_Gemmatimonadetes_69_16,Gemmatimonadetes,False,168,14
H2-16-all-fractions_metab_conc_19.Actinobacteria_69_35,12C16O_168h_100_P14,54768,81782554,0.0006696782788172,H2_16_all_fractions_metab_conc_19_Actinobacteria_69_35,Actinobacteria,False,168,14
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,12C16O_168h_100_P14,170654,81782554,0.0020866797581303,H1_16_all_fractions_metab_conc_2_Bradyrhizobium_62_16,Alphaproteobacteria,False,168,14
12C16O_24h_100_unf_bin.50,12C16O_168h_100_P14,41934,81782554,0.0005127499441995,12C16O_24h_100_unf_bin_50,Actinobacteria,False,168,14
12C16O_24h_100_unf_bin.47,12C16O_168h_100_P14,171006,81782554,0.0020909838545761,12C16O_24h_100_unf_bin_47,Alphaproteobacteria,False,168,14
12C16O_48h_100_P08_coass_bin.8,12C16O_168h_100_P14,47065,81782554,0.0005754894864251,12C16O_48h_100_P08_coass_bin_8,Actinobacteria,False,168,14
H2-16-all-fractions_metab_conc_25.Burkholderiales_70_14,12C16O_168h_100_P14,158717,81782554,0.0019407195329214,H2_16_all_fractions_metab_conc_25_Burkholderiales_70_14,Betaproteobacteria,False,168,14
12C16O_24h_100_unf_bin.18,12C16O_168h_100_P14,38641,81782554,0.0004724846328472,12C16O_24h_100_unf_bin_18,Actinobacteria,False,168,14
12C16O_48h_50_unf_bin.40,12C16O_168h_100_P14,120163,81782554,0.0014692986966388,12C16O_48h_50_unf_bin_40,Actinobacteria,False,168,14
12C16O_0h_50_unf_bin.25,12C16O_168h_100_P14,93083,81782554,0.0011381767314334,12C16O_0h_50_unf_bin_25,Actinobacteria,False,168,14
12C16O_48h_50_unf_bin.41,12C16O_168h_100_P14,116055,81782554,0.0014190679347089,12C16O_48h_50_unf_bin_41,Actinobacteria,False,168,14
H2-16-all-fractions_metab_conc_77.Actinobacteria_71_48,12C16O_168h_100_P14,140713,81782554,0.001720574781756,H2_16_all_fractions_metab_conc_77_Actinobacteria_71_48,Actinobacteria,False,168,14
12C16O_24h_100_P08_coass_bin.11,12C16O_168h_100_P14,58488,81782554,0.0007151647526194,12C16O_24h_100_P08_coass_bin_11,Actinobacteria,False,168,14
12C16O_0h_100_P08_coass_bin.18,12C16O_168h_100_P14,68865,81782554,0.0008420500049435,12C16O_0h_100_P08_coass_bin_18,Actinobacteria,False,168,14
12C16O_48h_50_P10_coass_bin.29,12C16O_168h_100_P14,174648,81782554,0.0021355165797341,12C16O_48h_50_P10_coass_bin_29,Gemmatimonadetes,False,168,14
12C16O_72h_100_P16_coass_bin.5,12C16O_168h_100_P14,242206,81782554,0.0029615851811133,12C16O_72h_100_P16_coass_bin_5,Acidobacteria,False,168,14
12C16O_168h_50_unf_bin.10,12C16O_168h_100_P14,44145,81782554,0.0005397850499997,12C16O_168h_50_unf_bin_10,Actinobacteria,False,168,14
H1-18-all-fractions_metab_69.Sphingomonadales_65_37,12C16O_168h_100_P14,85413,81782554,0.0010443914480831,H1_18_all_fractions_metab_69_Sphingomonadales_65_37,Alphaproteobacteria,True,168,14
12C16O_168h_50_P10_coass_bin.31,12C16O_168h_100_P14,132296,81782554,0.0016176555210051,12C16O_168h_50_P10_coass_bin_31,Actinobacteria,False,168,14
H2-16-all-fractions_metab_conc_5.Streptomyces_sviceus_71_22,12C16O_168h_100_P14,241733,81782554,0.0029558015515142,H2_16_all_fractions_metab_conc_5_Streptomyces_sviceus_71_22,Actinobacteria,True,168,14
H1-16-all-fractions_metab_conc_57.Solirubrobacterales_72_43,12C16O_168h_100_P14,45478,81782554,0.0005560843697789,H1_16_all_fractions_metab_conc_57_Solirubrobacterales_72_43,Actinobacteria,False,168,14
H3-16-all-fractions_metab_conc_13.Lysobacter_68_0,12C16O_168h_100_P14,80104,81782554,0.0009794754025412,H3_16_all_fractions_metab_conc_13_Lysobacter_68_0,Gammaproteobacteria,False,168,14
12C16O_24h_100_P14_coass_bin.12,12C16O_168h_100_P14,74453,81782554,0.0009103775360207,12C16O_24h_100_P14_coass_bin_12,Deltaproteobacteria,False,168,14
H1-16-all-fractions_metab_conc_37.Actinobacteria_70_13,12C16O_168h_100_P14,32515,81782554,0.0003975786816342,H1_16_all_fractions_metab_conc_37_Actinobacteria_70_13,Actinobacteria,False,168,14
12C16O_48h_50_P10_coass_bin.9,12C16O_168h_100_P14,64284,81782554,0.0007860356134145,12C16O_48h_50_P10_coass_bin_9,Actinobacteria,False,168,14
H3-18-all-fractions_metab_conc_75.Burkholderiales_69_10,12C16O_168h_100_P14,190416,81782554,0.0023283205364312,H3_18_all_fractions_metab_conc_75_Burkholderiales_69_10,Betaproteobacteria,False,168,14
12C16O_48h_50_unf_bin.44,12C16O_168h_100_P14,32127,81782554,0.0003928343935064,12C16O_48h_50_unf_bin_44,Alphaproteobacteria,False,168,14
12C16O_0h_50_P13_coass_bin.12,12C16O_168h_100_P14,168929,81782554,0.0020655872400365,12C16O_0h_50_P13_coass_bin_12,Betaproteobacteria,False,168,14
12C16O_168h_50_P13_coass_bin.23,12C16O_168h_100_P14,67364,81782554,0.0008236964573153,12C16O_168h_50_P13_coass_bin_23,Chloroflexi,False,168,14
H3-16-all-fractions_metab_25.Hyalangium_minutum_68_0,12C16O_168h_100_P14,108024,81782554,0.0013208685069923,H3_16_all_fractions_metab_25_Hyalangium_minutum_68_0,Deltaproteobacteria,True,168,14
H3-18-all-fractions_metab_conc_100.Actinobacteria_71_31,12C16O_168h_100_P14,122206,81782554,0.0014942795745899,H3_18_all_fractions_metab_conc_100_Actinobacteria_71_31,Actinobacteria,False,168,14
